,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,A,A,A,A,A,A,A,A,A,A,A,A,A,A,R,R,R,R,R,R,R,R,R,R,R,R,R,R
2013-10-05,0.6157897360089841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6157897360089841,1.7485760187857418,15.950222030159317,4.566567796551812,4.443938372581327,1.8891921858678467,0.0,0.0,0.8858457613014794,1.6102952305144786,0.8858457613014794,1.9253849156218381,0.7304822246428162,0.0,34.63635029732813,0.0,6.7997066045894075,0.0,0.8713239911145725,0.0,1.7419769935698588,0.0,0.0,0.0,0.0,0.0,0.0,0.6329895078128539,10.045997097086692,0.6356342452052736,5.250071365251271,0.4334322034481866,0.6847376363041026,0.11080781413215343,0.2580230064301416,0.0,0.11415423869852083,0.38970476948552146,0.11415423869852083,0.07461508437816201,0.2695177753571841,0.36701049218714615,8.701862869576184
2013-10-06,0.6124062759210227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6124062759210227,1.738968458242963,15.862583447576023,4.541476764702626,4.419521128775934,1.8788120090224187,0.0,0.0,0.880978476898724,1.601447454522641,0.880978476898724,1.914805877623916,0.7264685860458776,0.0,34.44604068030985,0.0,6.762345579289466,0.0,0.866536496657899,0.0,1.7324056914073869,0.0,0.0,0.0,0.0,0.0,0.0,0.6295115434842119,9.990799310838963,0.6486252658360138,5.375070973134505,0.4585232352973724,0.7139423745661679,0.12118799097758116,0.26759430859261335,0.0,0.11902152310127621,0.39855254547735924,0.11902152310127621,0.0851941223760842,0.2735314139541226,0.3704884565157882,8.95075373293016
2013-10-07,0.609041406273105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609041406273105,1.7294136864943752,15.775426395666265,4.516523595665798,4.395238045650792,1.868488866115702,0.0,0.0,0.876137935816863,1.5926482926846044,0.876137935816863,1.9042849662084,0.7224770004082629,0.0,34.256776720527924,0.0,6.725189834348314,0.0,0.8617753071158227,0.0,1.7228869788172365,0.0,0.0,0.0,0.0,0.0,0.0,0.6260526888496832,9.935904809131056,0.6615449072325192,5.499383769985415,0.48347640433419997,0.7429866472333868,0.13151113388429775,0.2771130211827638,0.0,0.12386206418313733,0.4073517073153957,0.12386206418313733,0.09571503379160022,0.2775229995917373,0.3739473111503169,9.198277064067907
2013-10-08,0.6056950249199561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6056950249199561,1.7199114134916589,15.68874822865711,4.491707531953349,4.371088386059304,2.858222443774407,0.0,0.0,0.8713239911145725,1.583897477889634,0.8713239911145725,1.8938218619984637,0.7185073465598659,0.0,35.06855267261294,0.0,6.688238241851895,0.0,0.8570402779558457,0.0,1.7134205668457134,0.0,0.0,0.0,0.0,0.0,0.0,0.6226128389109488,9.881311925564402,0.6743935615883845,5.623013529490989,0.5082924680466494,0.7718713359848517,0.14177755622559282,0.2865794331542871,0.0,0.1286760088854278,0.4161025221103661,0.1286760088854278,0.10617813800153648,0.28149265344013435,0.3773871610890514,9.4444403769027
2013-10-09,0.6023670302775387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023670302775387,1.7104613507801663,15.602546315312841,4.467027820239319,4.347071416905132,2.8425179248525696,0.0,0.0,0.866536496657899,1.575194744494636,0.866536496657899,1.8834162473720986,0.7145595039963502,0.0,34.8758683172689,0.0,6.651489680083478,0.0,0.8523312654396048,0.0,1.704006168126781,0.0,0.0,0.0,0.0,0.0,0.0,0.6191918892466028,9.827019002896467,0.6871716189422944,5.7459640046036755,0.5329721797606788,0.8005973176552645,0.15748207514743023,0.2959938318732196,0.0,0.13346350334210128,0.4248052555053641,0.13346350334210128,0.11658375262790167,0.2854404960036501,0.38080811075339727,9.694745649557078
2013-10-10,0.5990573213199698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5990573213199698,1.7010632114901652,15.516818038855078,4.442483711336905,4.3231864091199395,2.8268996944962366,0.0,0.0,0.8617753071158227,1.566539828316094,0.8617753071158227,1.8730678064524715,0.710633352875491,0.0,34.684242667174026,0.0,6.614943033489613,0.0,0.8476481266185081,0.0,1.694643496873337,0.0,0.0,0.0,0.0,0.0,0.0,0.6157897360089841,9.773024392990443,0.6998794671898642,5.8682389276553035,0.5575162886630927,0.8291654642615544,0.17310030550376304,0.30535650312666346,0.0,0.13822469288417763,0.43346017168390605,0.13822469288417763,0.12693219354752858,0.2893666471245092,0.384210263991016,9.943675618515556
2013-10-11,0.5957657975764535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5957657975764535,1.6917167103281312,15.431560796883346,4.418074460175713,4.299432637641258,2.811367278592411,0.0,0.0,0.8570402779558457,1.5579324666220495,0.8570402779558457,1.862776225098337,0.7067287740135377,0.0,34.49366990526647,0.0,6.578597192646264,0.0,0.8429907193293954,0.0,1.6853322688685384,0.0,0.0,0.0,0.0,0.0,0.0,0.6124062759210227,9.71932645676522,0.7125174920954143,5.989842010470384,0.5819255398242844,0.857576643029348,0.18863272140758852,0.314667731131462,0.0,0.1429597220441547,0.4420675333779505,0.1429597220441547,0.13722377490166304,0.29327122598646244,0.38759372407897746,10.191237840391844
2013-10-12,0.5924923591282313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5924923591282313,1.6824215635680866,15.346772001296076,4.393799325779144,4.275809381390482,2.795920205633112,0.0,0.0,0.8523312654396048,1.5493723981241263,0.8523312654396048,1.8525411908945002,0.7028456488815953,0.0,34.304144246446334,0.0,6.542451054225131,0.0,0.8383589021902229,0.0,1.6760722014571727,0.0,0.0,0.0,0.0,0.0,0.0,0.609041406273105,9.665923564145631,0.7250860773036812,6.110776944478789,0.6062006742208542,0.8858317164192966,0.20407979436688747,0.3239277985428276,0.0,0.14766873456039561,0.45062760187587386,0.14766873456039561,0.14745880910550005,0.29715435111840494,0.3909585937268952,10.4374398302798
2013-10-13,0.5892369066055487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5892369066055487,1.6731774890429871,15.262449078212033,4.369657571241896,4.252315923250974,2.780558006701062,0.0,0.0,0.8476481266185081,1.5408593629695984,0.8476481266185081,1.8423623931423325,0.698983859602026,0.0,34.115659937399926,0.0,6.506503520960158,0.0,0.833752534595771,0.0,1.6668630135370783,0.0,0.0,0.0,0.0,0.0,0.0,0.6056950249199561,9.612814094012965,0.7375856043514631,6.231047400827807,0.6303424287581023,0.9139315421532564,0.21944199329893754,0.33313698646292195,0.0,0.15235187338149234,0.45914063703040203,0.15235187338149234,0.15763760685766764,0.30101614039797414,0.3943049750800441,10.682289061981562
2013-10-14,0.5859993411846391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5859993411846391,1.6639842061361576,15.178589467892188,4.345648463707599,4.228951550046299,2.7652802154554514,0.0,0.0,0.8429907193293954,1.5323931027335018,0.8429907193293954,1.8322395228503419,0.6951432889448721,0.0,33.9282112564252,0.0,6.470753501614222,0.0,0.8291714767133767,0.0,1.6577044255506108,0.0,0.0,0.0,0.0,0.0,0.0,0.6023670302775387,9.559996434155748,0.7500164526792024,6.350657030493588,0.6543515362923984,0.9418769732403265,0.23471978454454778,0.3422955744493894,0.0,0.15700928067060502,0.46760689726649873,0.15700928067060502,0.16776047714965847,0.3048567110551281,0.3976329697224614,10.92579296823441
2013-10-15,0.5827795645847235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5827795645847235,1.654841435772772,17.09519062466201,4.321771274346568,4.205715552518572,2.750086368117784,0.0,0.0,0.8383589021902229,1.5239733604107903,1.838358902190223,1.8221722727247907,0.691323820324296,0.0,36.74179251325803,0.0,6.435199910946012,0.0,0.8246155894786877,0.0,1.6485961594761571,0.0,0.0,0.0,0.0,0.0,0.0,0.5990573213199698,9.507468981220827,0.7623789996425034,6.469609464391975,0.6782287256534292,0.9696688580027423,0.2499136318822151,0.3514038405238433,0.0,0.1616410978097775,0.47602663958921027,0.1616410978097775,0.1778277272752098,0.3086761796757043,0.4009426786800303,11.167958940936417
2013-10-16,0.5795774790650271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5795774790650271,1.6457489004113834,17.001261005845187,4.298025278333674,4.182607225306931,2.734976003457796,0.0,0.0,0.833752534595771,1.515599880408533,1.8282580291012656,1.8121603371603685,0.6875253377950415,0.0,36.539914532415956,0.0,6.399841669677078,0.0,0.8200847345914422,0.0,1.6395379388196947,0.0,0.0,0.0,0.0,0.0,0.0,0.5957657975764535,9.455230140664668,0.7746736205235886,6.598897324477734,0.7019747216663224,0.9973080401016283,0.26502399654220293,0.3604620611803057,0.0,0.16624746540422927,0.48440011959146734,0.17174197089873477,0.18783966283963172,0.3124746622049587,0.40423420242354663,11.42527784785435
2013-10-17,0.5763929874218127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5763929874218127,1.6367063240354967,16.90784748383505,4.274409754826347,4.159625866926124,2.7199486627794562,0.0,0.0,0.8291714767133767,1.5072724085381564,1.8182126553149949,1.802203412230916,0.683747726048915,0.0,36.33914577124883,0.0,6.364677704459072,0.0,0.8155787745112695,0.0,1.6305294886064,0.0,0.0,0.0,0.0,0.0,0.0,0.5924923591282313,9.403278326704973,0.7869006885426897,6.727474811705878,0.7255902451736502,1.0247953585626084,0.2800513372205425,0.36947051139360076,0.0,0.17082852328662362,0.4927275914618439,0.18178734468500546,0.1977965877690843,0.3162522739510853,0.4075076408717689,11.68118291462438
2013-10-18,0.5732259929854291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5732259929854291,1.6277134321451916,17.814947222934855,4.250923986942685,5.136770779745211,2.705003889907042,0.0,0.0,0.8246155894786877,1.4989906920077272,1.8082224758901873,1.7923011956801969,0.6799908704112836,0.0,38.139480135143074,0.0,8.329706947841164,0.0,3.811097572453515,3.0,1.6215705353722987,2.0,1.0,1.0,1.0,3.0,0.0,0.5892369066055487,25.35161196227253,0.7990605748693782,6.855345829223977,0.7490760130573115,1.0521316478012754,0.29499611009295706,0.3784294646277019,0.0,0.1753844105213125,0.5010093079922734,0.19177752410981314,0.20769880431980361,0.3200091295887167,0.4107630933944515,11.935681909598973
2013-10-19,0.5700763996173772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5700763996173772,1.6187699517487895,17.717062897534113,4.227567261739703,5.108546764471885,2.690141231171289,0.0,0.0,1.8200847345914422,2.490754479414278,1.7982871875611204,1.7824533869127233,0.6762546568375952,0.0,39.92992255198293,0.0,8.28393932724863,0.0,3.7901574759015726,2.9835164835164836,1.6126608071559674,1.989010989010989,0.9945054945054945,0.9945054945054945,0.9945054945054945,2.9835164835164836,0.0,0.5859993411846391,25.21231739105125,0.8111536486338321,6.998997775217251,0.7724327382602934,1.1012957596265431,0.32634228531222653,0.3873391928440332,0.01098901098901099,0.18540977090306354,0.514740026080228,0.2072073179333856,0.2340301295707937,0.32374534316240505,0.4140006588153611,12.287683657348426
2013-10-20,0.5669441117073916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5669441117073916,1.6098756113545654,17.61971639809711,4.204338870191683,5.0804778262055565,2.6753602353956225,0.0,0.0,1.8100842690167638,2.4770690152416717,1.788406488728367,1.7726596869846314,0.6725389719099162,0.0,39.71052737312589,0.0,8.238423177098912,0.0,3.7693324348251904,2.967123535804854,1.6038000334902751,1.9780823572032364,0.9890411786016182,0.9890411786016182,0.9890411786016182,2.967123535804854,0.0,0.5827795645847235,25.0737881746169,0.8231802769380417,7.14186042480397,0.7956611298083137,1.1501897389692544,0.357516228799522,0.39619996650972533,0.021917642796763677,0.20087455238161814,0.5338898061567102,0.22255233267001534,0.2602167772105146,0.32746102809008415,0.4172204354152767,12.64874034054981
2013-10-21,0.5638290341705378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5638290341705378,1.6010301409625072,17.52290476953614,4.181238107168651,5.052563112874757,2.6606604538824596,0.0,1.0,1.800138751055133,2.4634587459271566,1.7785800794496398,1.762919798594606,0.668843702833488,0.0,40.492337662284534,0.0,8.193157115686281,0.0,3.7486218170514256,2.9508206592344974,1.5949879453941747,1.9672137728229988,0.9836068864114994,0.9836068864114994,0.9836068864114994,2.9508206592344974,0.0,0.5795774790650271,24.9360201077234,0.8351408248669536,7.283938114777574,0.8187618928313449,1.198815070073819,0.3885188868830411,0.40501205460582573,0.03278622717700124,0.2162543625333675,0.5529343676613437,0.23781303413886143,0.2862595421708964,0.33115629716651224,0.420422520934973,13.007813195821514
2013-10-22,0.560731072444326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560731072444326,1.5922332720561199,17.426625073000228,4.158264271414978,5.024801777089731,2.646041440399589,0.0,0.9945054945054945,1.7902478787965883,2.449923258312172,1.7688076614306858,1.7532334260748552,0.6651687374333041,0.0,40.269852290513754,0.0,8.148139768896796,0.0,3.728024993880813,2.9346073589090333,1.5862242753645364,1.956404905939356,0.978202452969678,0.978202452969678,0.978202452969678,2.9346073589090333,0.0,0.5763929874218127,24.799009008230417,0.8470356554995528,7.425235158102971,0.8417357285850189,1.2471732290294573,0.419351200691376,0.4137757246354641,0.04908959955514959,0.2315496682337336,0.5718742887181495,0.2529898855996369,0.3121592150161112,0.33483126256669626,0.42360701257818745,13.370407628811506
2013-10-23,0.5576501324858407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576501324858407,1.583484737594273,17.33087438578594,4.135416665528082,4.997192976116711,2.6315027511666242,0.0,0.9890411786016182,1.7804113519900135,2.436462141508259,1.7590889380162313,1.7436002753821362,0.6615139641507035,0.0,40.0485893658406,0.0,8.103369770166593,0.0,3.7075413400682815,2.9184831426512914,1.577508757368028,1.9456554284341947,0.9728277142170974,0.9728277142170974,0.9728277142170974,2.9184831426512914,0.0,0.5732259929854291,24.662750716976397,0.8588651299198851,7.565755844047461,0.8645833344719144,1.2952656838150096,0.4500141061820827,0.4224912426319725,0.06530339296418723,0.2467609337928889,0.5907101442746432,0.2680833477666719,0.33791658196657215,0.3384860358492968,0.426774007014571,13.731009784697154
2013-10-24,0.5545861207688856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5545861207688856,1.5747842720030958,17.235649801248655,4.112694595937268,4.9697358718523335,2.617043944841533,0.0,0.9836068864114994,1.7706288720340246,2.423074986884587,1.7494236141809774,1.734020054088828,0.6578792720399853,0.0,39.82854217152279,0.0,8.058845760440404,0.0,3.6871702338041703,2.9024475209883724,1.5688411268330387,1.9349650139922485,0.9674825069961243,0.9674825069961243,0.9674825069961243,2.9024475209883724,0.0,0.5700763996173772,24.527241097652354,0.8706296072280175,7.7055044383109355,0.8873054040627281,1.3430938943434987,0.4805085341700932,0.43115887316696166,0.08142809959625213,0.26188862096985105,0.6094425061192881,0.283093878822899,0.36353242492279975,0.34212072796001497,0.42992360038262284,14.089630610055965
2013-10-25,0.5515389442811445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5515389442811445,1.566131611167914,17.14094842871432,4.090097372882668,4.942429630798199,2.6026645825072388,0.0,0.978202452969678,1.7609001419679036,2.409761388055551,1.7398113965206423,1.7244924713740541,0.6542645507650403,0.0,39.60970402772322,0.0,8.014566388130293,0.0,3.6669110566953558,2.886500007136788,1.5602211206416483,1.9243333380911922,0.9621666690455961,0.9621666690455961,0.9621666690455961,2.886500007136788,0.0,0.5669441117073916,24.39247603667625,0.8823294445509404,7.84448518315538,0.9099026271173284,1.3906593125064464,0.5108354103559718,0.43977887935835197,0.09746420893912987,0.2769331889865002,0.6280719428988524,0.2980219344337622,0.38900752148915796,0.34573544923495997,0.43305588829260844,14.44628099131939
2013-10-26,0.548508510521358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.548508510521358,1.5575264924252332,17.046767393391715,4.067624310394302,4.915273424035571,2.588364227658298,0.0,0.9728277142170974,1.7512248664625854,2.3965209408684327,1.7302519932430562,1.715017238014856,0.6506696905960015,0.0,39.392068291307154,0.0,7.970530309074631,0.0,4.64676319374648,2.8706401169876847,1.5516484771216394,1.91376007799179,0.956880038995895,0.956880038995895,0.956880038995895,2.8706401169876847,0.0,0.5638290341705378,25.258451443068132,0.8939649970534078,7.982702297533647,0.9323756896056947,1.4379633822179494,0.540995655354016,0.44835152287836105,0.11341220779111268,0.29189509454151946,0.6465990201356718,0.3128679677610492,0.41434264499745926,0.3493303094039987,0.43617096582946224,14.800971755103348
2013-10-27,0.5454947274965153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454947274965153,1.548968654554765,16.953103836285166,4.045274726271256,4.888266427200211,2.574142446187648,0.0,0.9674825069961243,1.7416027518116919,2.3833532433911335,1.720745114159303,1.7055940663774118,0.6470945824059136,0.0,39.175628355640626,0.0,7.926736186497298,0.0,4.621231527846774,2.854867369092148,1.5431229360385537,1.903244912728099,0.9516224563640495,0.9516224563640495,0.9516224563640495,2.854867369092148,0.0,0.560731072444326,25.119668742831493,0.9055366179487188,8.12015997721753,0.9547252737287404,1.4905020449530157,0.5709901847202027,0.456877063961447,0.1292725802757769,0.3067747918242583,0.6650243002448165,0.3276324294766478,0.43953856453044027,0.3529054175940866,0.439268927555674,15.159208174031354
2013-10-28,0.5424975037190619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5424975037190619,1.540457837771497,16.859954914107774,4.023047942060974,4.8614078204573525,2.55999880637343,0.0,0.9621666690455961,1.7320335059226166,2.3702578958999734,1.7112904706749115,1.6962226704083052,0.6435391176674194,0.0,38.96037765038986,0.0,7.883182690967093,0.0,4.595840145825638,2.8391812846465863,1.5346442385877923,1.892787523097725,0.9463937615488625,0.9463937615488625,0.9463937615488625,2.8391812846465863,0.0,0.5576501324858407,24.981648584903844,0.9170446585094401,8.256862394925125,0.9769520579390221,1.5427520337170102,0.6008199089799818,0.4653557614122083,0.14504580785667923,0.3215727325285206,0.6833483425511636,0.34231576777622663,0.46459604494510814,0.35646088233258066,0.4423498675141593,15.51547626098722
2013-10-29,0.5395167482041221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5395167482041221,1.5319937837178075,16.767317799195094,4.000943283038661,4.834696788476817,2.5459328788658837,0.0,0.956880038995895,1.7225168383076572,2.357234500867556,1.7018877757810933,1.686902765625842,0.6400031884494666,0.0,38.74630964132178,0.0,7.839868500357384,0.0,4.570588276892529,2.8235813874781983,1.5262121273867606,1.882387591652133,0.9411937958260665,0.9411937958260665,0.9411937958260665,2.8235813874781983,0.0,0.5545861207688856,24.84438677949229,0.9284894680780695,8.392813700447515,0.9990567169613351,1.5947149346306528,0.630485733655916,0.4737878726132401,0.16073236935197222,0.336289365866276,0.701571703306377,0.35691842839284077,0.4895158468959592,0.35999681155053354,0.4454138792311145,15.869786830981802
2013-10-30,0.5365523704667369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5365523704667369,1.5235762354556217,16.675189679419297,3.978960078186801,4.808132520408264,2.531944236674313,0.0,0.9516224563640495,1.7130524600751977,2.344282662950701,1.6925367440460324,1.6776340691114142,0.6364866874140299,0.0,38.53341783010572,0.0,7.796792299805969,0.0,4.545475154492021,2.808067204030516,1.5178263464670532,1.8720448026870113,0.9360224013435057,0.9360224013435057,0.9360224013435057,2.808067204030516,0.0,0.5515389442811445,24.70787915982475,0.9398713940776406,8.528018020774727,1.0210399218131958,1.646392325099715,0.6599885592951692,0.4821736535329476,0.17633274094893941,0.3509251385812965,0.7196949357057925,0.37144085461046256,0.5142987268580693,0.36351331258597014,0.4484610557188556,16.22215063960278
2013-10-31,0.5336042805191175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5336042805191175,1.5152049374586127,16.583567758103808,3.957097660174785,4.7817142098565695,2.518032455154124,0.0,0.9463937615488625,1.7036400839209385,2.3314019889784445,1.683237091606219,1.6684162995009117,0.6329895078128539,0.0,38.32169575411612,0.0,7.753952781675167,0.0,4.5205000162805264,2.79263826334903,1.5094866412666847,1.8617588422326872,0.9308794211163436,0.9308794211163436,0.9308794211163436,2.79263826334903,0.0,0.548508510521358,24.572121582023517,0.9511907820222689,8.66247946022102,1.0429023398252113,1.6977857738629034,0.6893292814968441,0.49051335873331603,0.19184739621845073,0.36548049496271795,0.7377185899052111,0.38588348727743804,0.5389454371500579,0.36701049218714615,0.4514914894786421,16.572578383341227
2013-11-01,0.5306723888679135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5306723888679135,1.5068796356044445,16.492449253938403,3.93535536533866,4.755441054857357,2.504197111993937,0.0,0.9411937958260665,1.694279424119175,2.3185920879401016,1.673988536157833,1.6592491769761817,0.6295115434842119,0.0,38.11113698623638,0.0,7.711348645512117,0.0,4.495662104103161,2.7772940970668922,1.5011927586223623,1.8515293980445955,0.9257646990222977,0.9257646990222977,0.9257646990222977,2.7772940970668922,0.0,0.5454947274965153,24.43710992497943,0.962447975527641,8.796202100549475,1.0646446346613365,1.748896841039481,0.7185087909391692,0.4988072413776385,0.20727680612933835,0.37995587685852716,0.7556432130376001,0.4002467648198697,0.5634567259569258,0.3704884565157882,0.4545052725034847,16.921080699916274
2013-11-02,0.5277566065114964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5277566065114964,1.4986000771670576,16.401831400894785,3.9137325336609754,4.729312257852646,2.490437787202761,0.0,0.9360224013435057,1.6849701965141244,2.3058525709733977,1.6647907969481746,1.6501324232565322,0.6260526888496832,0.0,37.90173513466364,0.0,7.668978598009303,0.0,4.470960663970726,2.7620342393907005,1.4929444467617998,1.8413561595938008,0.9206780797969004,0.9206780797969004,0.9206780797969004,2.7620342393907005,0.0,0.5424975037190619,24.302840090226795,0.9736433163214452,8.929190001095908,1.0862674663390215,1.7997270781766268,0.7475279734065364,0.507055553238201,0.22262143906269363,0.3943517236889748,0.7734693492297011,0.41453112325492536,0.5878333373527669,0.3739473111503169,0.4575024962809381,17.267668168598057
2013-11-03,0.5248568449372574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5248568449372574,1.4903660108089967,16.311711448142617,3.89222850875075,4.703327025666642,2.4767540630972515,0.0,0.9308794211163436,1.6757121185112995,2.2931830513526648,1.6556435947671406,1.6410657615902875,0.6226128389109488,0.0,37.69348384271495,0.0,7.626841352965296,0.0,4.446394946036821,2.746858227086356,1.4847414552960756,1.8312388180575712,0.9156194090287856,0.9156194090287856,0.9156194090287856,2.746858227086356,0.0,0.5395167482041221,24.169308001818955,0.984777144253745,9.061447198892083,1.1077714912492467,1.8502780282965354,0.7763877098163906,0.5152585447039251,0.23788176082608542,0.4086684724599145,0.7911975396185489,0.42873699620407413,0.6120760113233561,0.3773871610890514,0.460483251795878,17.612351310528833
2013-11-04,0.5219730161189209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5219730161189209,1.4821771865737825,16.22208665996601,3.8708426378235483,4.677484569481661,2.463145524289025,0.0,0.9257646990222977,1.6665049090689297,2.2805831444771005,1.64654665193875,1.6320489167463847,0.6191918892466028,0.0,37.48637678863409,0.0,7.584935631245706,0.0,4.42196420457508,2.7317655994650023,1.4765835352120313,1.8211770663100022,0.9105885331550011,0.9105885331550011,0.9105885331550011,2.7317655994650023,0.0,0.5365523704667369,24.036509606204564,0.9958497973072958,9.192977708788279,1.1291573621764486,1.9005512259432578,0.8050888762459709,0.5234164647879694,0.25305823466770033,0.42290655777606884,0.8088283223678976,0.44286481490624957,0.6361854837886123,0.38080811075339727,0.4634476295332633,17.95514058904241
2013-11-05,0.5191050325138719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5191050325138719,1.474033355878322,16.132954315680482,3.8495742716816608,4.651784104814179,2.449611757672052,0.0,0.9206780797969004,1.6573482886894302,2.2680524678590945,1.637499692312713,1.62308161500602,0.6157897360089841,0.0,37.280407685399844,0.0,7.543260160744356,0.0,4.397667697956536,2.716755898369041,1.4684704388647125,1.8111705989126945,0.9055852994563472,0.9055852994563472,0.9055852994563472,2.716755898369041,0.0,0.5336042805191175,23.904440872104544,1.0068616116078053,9.323785523575156,1.1504257283183361,1.9505481972292837,0.8336323439589052,0.5315295611352883,0.26815132129040525,0.4370664118542223,0.8263622326845574,0.4569150082309405,0.6601624866249386,0.384210263991016,0.4663957194808827,18.296046409981734
2013-11-06,0.5162528070604989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5162528070604989,1.465934271505364,16.04431170955037,3.8284227646943987,4.626224851491024,2.436152352410118,0.0,0.9156194090287856,1.6482419794109169,2.255590641112616,1.6285024412560498,1.6141635841543387,0.6124062759210227,0.0,37.07557028053501,0.0,7.5018136763446615,0.0,4.373504688627104,2.701828668158222,1.4604019199698512,1.8012191121054821,0.9006095560527411,0.9006095560527411,0.9006095560527411,2.701828668158222,0.0,0.5306723888679135,23.77309779038968,1.017812921434136,9.453874614104963,1.171577235305598,2.00027045988187,0.8620189794316584,0.5395980800301493,0.2831614788657327,0.45114846453634194,0.8437998028346423,0.47088800269121006,0.6840077476874389,0.38759372407897746,0.46932761113208665,18.635079122014808
2013-11-07,0.5134162531755512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5134162531755512,1.4578796875959938,15.956156150706688,3.807387474778495,4.600806033625688,2.422766899924348,0.0,0.9105885331550011,1.639185704798769,2.2431972859416676,1.6195546256447528,1.605294553472172,0.609041406273105,0.0,36.87185835591668,0.0,7.460594919881229,0.0,4.349474443085198,2.686983455695814,1.4523777335963906,1.7913223037972104,0.8956611518986052,0.8956611518986052,0.8956611518986052,2.686983455695814,0.0,0.5277566065114964,23.642476373958964,1.028704059228454,9.583248929412079,1.1926125252215012,2.049719523289112,0.890249644379836,0.54762226640361,0.2980891630477891,0.4651531433026258,0.8611415621597266,0.484784222456643,0.7077219908320134,0.3909585937268952,0.47224339348850375,18.97224901694879
